Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime
drones_instance-15_network_9_deadline_11_corrsize_2,drones,15,2,1,9,11,2,8.51029564024328,0.1149196070000483,0.9323,27,0.9073,0.9073,0.9073,0.8765570349694235,0.9010088464927796,0.9036837400424048,0.11020946502685547,0.1993114948272705,1.0887339115142822
drones_instance-15_network_9_deadline_11_corrsize_3,drones,15,2,1,9,11,3,6.258881814812618,0.7752290558911988,0.266,27,nan,0.0001,0.0,nan,0.000157642135617161,7.602913912536372e-14,nan,0.4833085536956787,1.9646031856536865
drones_instance-15_network_9_deadline_11_corrsize_4,drones,15,2,1,9,11,3,10.67371879278789,0.0719610944492725,0.9523,27,0.6646,0.6684,0.6763,0.5933871636801495,0.6521041987445849,0.6771594265021247,0.1094045639038086,0.2585451602935791,2.6221370697021484
drones_instance-15_network_9_deadline_12_corrsize_2,drones,15,2,1,9,12,2,9.278633569031772,0.06559568029441439,0.9023,27,0.9606,0.9606,0.9606,0.9334225456890191,0.9476605333661344,0.9575136933309453,0.10975503921508789,0.1988997459411621,1.1575524806976318
drones_instance-15_network_9_deadline_12_corrsize_3,drones,15,2,1,9,12,3,8.48811394924593,0.060472619074938505,0.6965,27,0.9966,0.9988,0.9984,1.0,0.9988893587237777,0.9988075122864112,0.10927367210388184,0.5165529251098633,13.247388124465942
drones_instance-15_network_9_deadline_12_corrsize_4,drones,15,2,1,9,12,3,8.486106978166035,0.5372252650157994,0.36,27,0.795,0.795,0.795,0.7436079923459626,0.7871955150627141,0.7976101083654711,0.1114189624786377,0.22667622566223145,2.433007001876831
drones_instance-15_network_9_deadline_13_corrsize_2,drones,15,2,1,9,13,2,11.681032108158986,0.8481172289607225,0.3835,27,0.935,0.935,0.935,0.9149887587216569,0.9331976677236129,0.9339267715767688,0.10936260223388672,0.20124030113220215,0.3759183883666992
drones_instance-15_network_9_deadline_13_corrsize_3,drones,15,2,1,9,13,3,12.928597547801932,0.15079887928762106,0.8226,27,0.9724,0.9724,0.9729,0.9627408610549254,0.9706570134778673,0.9725237281132195,0.11060643196105957,0.5527102947235107,24.07813286781311
drones_instance-15_network_9_deadline_13_corrsize_4,drones,15,2,1,9,13,3,33.68080723894821,0.12335553935431082,0.5005,27,0.9265,0.9293,0.9288,0.8973873758556671,0.9249059634951542,0.9284628863024585,0.11081194877624512,0.2613096237182617,22.493005752563477
drones_instance-15_network_9_deadline_14_corrsize_2,drones,15,2,1,9,14,2,12.449120890499035,0.555138467592301,0.6667,27,0.7895,0.7893,0.7899,0.7272468437880577,0.7730229203304584,0.7957359606595343,0.10993647575378418,0.21995997428894043,0.5157468318939209
drones_instance-15_network_9_deadline_14_corrsize_3,drones,15,2,1,9,14,3,10.997196075309446,0.9119611761218421,0.2538,27,0.2997,0.3205,0.3211,0.24302399203110456,0.31469470025063573,0.3202210072055871,0.11012458801269531,0.3011298179626465,1.439988136291504
drones_instance-15_network_9_deadline_14_corrsize_4,drones,15,2,1,9,14,3,13.665481500321803,0.9828433401929438,0.0827,27,0.6549,0.6594,0.6567,0.5928518625649217,0.652001620376393,0.6539060030339684,0.1124567985534668,0.26195812225341797,1.1156108379364014
drones_instance-1_network_10_deadline_10_corrsize_2,drones,1,1,1,10,10,2,12.745724147370726,0.98376924,0.1274,29,0.9129,0.9129,0.9129,0.8886871335203731,0.9116427049946707,0.9114308295354382,0.1095421314239502,0.20878386497497559,0.2493424415588379
drones_instance-1_network_10_deadline_10_corrsize_3,drones,1,1,1,10,10,3,13.656387375363161,0.2947047259680001,0.4488,29,nan,0.0161,0.0206,nan,0.010698934526388874,0.020448007497934528,nan,0.3917396068572998,6.125785827636719
drones_instance-1_network_10_deadline_10_corrsize_4,drones,1,1,1,10,10,4,3.7920545619941906,0.26008464293110084,0.6279,29,0.6388,0.6426,0.6574,0.5379769501437077,0.6014987963339394,0.655660062545656,0.11204147338867188,0.23481988906860352,22.13401961326599
drones_instance-1_network_10_deadline_11_corrsize_2,drones,1,1,1,10,11,2,33.06652506459102,0.95875039,0.2031,29,0.0703,0.0786,0.0787,0.058084213619043853,0.08727853622952922,0.07784155217772318,0.10974502563476562,0.21996116638183594,0.3364684581756592
drones_instance-1_network_10_deadline_11_corrsize_3,drones,1,1,1,10,11,3,10.367106219556177,0.48068554296,0.4269,29,0.4261,0.4326,0.4351,0.33876698345399103,0.40574196460586176,0.43493694709103786,0.11149287223815918,0.2182319164276123,4.1142897605896
drones_instance-1_network_10_deadline_11_corrsize_4,drones,1,1,1,10,11,4,23.405868196308376,0.8454641028666128,0.3024,29,0.3821,0.3862,0.3909,0.3003324200973865,0.36874626812947514,0.3803884485226871,0.11262822151184082,0.21738505363464355,1.7857518196105957
drones_instance-1_network_10_deadline_12_corrsize_2,drones,1,1,1,10,12,2,24.89768427387208,0.3443859100000001,0.8097,29,nan,0.0152,0.0154,nan,0.005093619690330016,0.015957273013952687,nan,0.3595907688140869,2.1842703819274902
drones_instance-1_network_10_deadline_12_corrsize_3,drones,1,1,1,10,12,3,11.606411028536211,0.680704591544,0.3559,29,nan,0.009,0.0099,nan,0.007229828315530843,0.009768291661157124,nan,0.38167309761047363,1.6030147075653076
drones_instance-1_network_10_deadline_12_corrsize_4,drones,1,1,1,10,12,4,13.482591728323914,0.8802564269387225,0.2406,29,0.5245,0.5282,0.5287,0.483946984628122,0.5485353959966927,0.5309645976016903,0.11244750022888184,0.31435537338256836,1.936244249343872
drones_instance-1_network_10_deadline_13_corrsize_2,drones,1,1,1,10,13,2,23.366221206346317,0.99632764,0.0606,29,0.9754,0.9755,0.9759,0.9684606992914508,0.9755580095308998,0.9754525421721796,0.10991287231445312,0.2561917304992676,0.29007792472839355
drones_instance-1_network_10_deadline_13_corrsize_3,drones,1,1,1,10,13,3,22.71639548429831,0.8664814869040001,0.3339,29,0.32,0.3317,0.335,0.2856761062159095,0.35176547274833847,0.33716451290714944,0.11257123947143555,0.1915297508239746,1.7305853366851807
drones_instance-1_network_10_deadline_13_corrsize_4,drones,1,1,1,10,13,4,11.975056428901464,0.32477660268304887,0.6032,29,0.978,0.9784,0.9781,0.9673858338288204,0.9744216072775013,0.9761285470154702,0.11052131652832031,0.43583106994628906,6.4961817264556885
drones_instance-1_network_10_deadline_14_corrsize_2,drones,1,1,1,10,14,2,4.182358594051958,0.99821071,0.0423,29,0.9974,0.9997,0.9997,1.0,0.9996833277018298,0.9996833176892279,0.10975503921508789,0.15147805213928223,0.16518235206604004
drones_instance-1_network_10_deadline_14_corrsize_3,drones,1,1,1,10,14,3,25.303986542757695,0.5558413542,0.6059,29,0.9475,0.9475,0.9475,0.9329705207990214,0.9473339194873476,0.9478639138860175,0.10919547080993652,0.18122243881225586,1.0520412921905518
drones_instance-1_network_10_deadline_14_corrsize_4,drones,1,1,1,10,14,4,32.39623931746014,0.009770296855735282,0.9037,29,0.9892,0.9892,0.9892,0.9860044773778807,0.988315222020923,0.9898091169614706,0.10950946807861328,0.30149316787719727,73.81760311126709
drones_instance-1_network_1_deadline_10_corrsize_2,drones,1,1,1,1,10,2,14.861149359987712,0.73795839,0.5119,29,0.7562,0.7562,0.7563,0.7057470464935461,0.7549975398069478,0.7519100874437732,0.10776948928833008,0.20287370681762695,0.699721097946167
drones_instance-1_network_1_deadline_10_corrsize_3,drones,1,1,1,1,10,3,6.437294016505616,0.23287114039999998,0.7448,29,0.6328,0.6306,0.6328,0.5427183887791565,0.6065069321863717,0.633684740809069,0.11365938186645508,0.24321246147155762,1.7554471492767334
drones_instance-1_network_1_deadline_10_corrsize_4,drones,1,1,1,1,10,4,28.105584144333772,0.3475224202061009,0.5745,29,0.0654,0.0917,0.0969,0.075848389218344,0.11732404276418408,0.09838886415807785,0.11235237121582031,0.21947002410888672,7.982506513595581
drones_instance-1_network_1_deadline_11_corrsize_2,drones,1,1,1,1,11,2,23.61601681841297,0.97572636,0.1558,29,0.2521,0.254,0.2533,0.19071447590592658,0.24572355016070513,0.2544153783909075,0.10876584053039551,0.22754144668579102,0.3878600597381592
drones_instance-1_network_1_deadline_11_corrsize_3,drones,1,1,1,1,11,3,16.345644157769605,0.81038464028,0.2366,29,0.1513,0.1649,0.1696,0.09764123227866091,0.14392204641970235,0.1601837211950629,0.11194181442260742,0.41257667541503906,2.081472873687744
drones_instance-1_network_1_deadline_11_corrsize_4,drones,1,1,1,1,11,4,23.303933587251077,0.7233587022344324,0.4032,29,0.7114,0.7089,0.7114,0.6653516987256213,0.720853716417078,0.7120236726414264,0.11059331893920898,0.3181428909301758,4.993163824081421
drones_instance-1_network_1_deadline_12_corrsize_2,drones,1,1,1,1,12,2,21.90018105927525,0.71141616,0.5372,29,0.2387,0.241,0.2416,0.15414731869725593,0.20515971658128979,0.24285160681213058,0.11050605773925781,0.23894500732421875,0.38807106018066406
drones_instance-1_network_1_deadline_12_corrsize_3,drones,1,1,1,1,12,3,19.53354583728264,0.33872569315200013,0.4182,29,0.9412,0.9412,0.9415,0.9219181014359362,0.9390068217682349,0.9412098456002959,0.10906362533569336,0.3816037178039551,3.5267913341522217
drones_instance-1_network_1_deadline_12_corrsize_4,drones,1,1,1,1,12,4,34.565969911964814,0.8996513702940101,0.2079,29,0.4114,0.417,0.415,0.3520272850760247,0.4190017472696922,0.41967136190336185,0.11228537559509277,0.4161376953125,1.027045488357544
drones_instance-1_network_1_deadline_13_corrsize_2,drones,1,1,1,1,13,2,2.4100028718791258,0.7161241599999999,0.5328,29,0.9973,1.0,1.0,1.0,0.9996833277018298,0.9996921176947863,0.10936546325683594,0.15236926078796387,0.5722219944000244
drones_instance-1_network_1_deadline_13_corrsize_3,drones,1,1,1,1,13,3,0.9100612375648496,0.717457586,0.3715,29,0.9974,1.0,1.0,1.0,0.9996833277018298,0.9996845503732187,0.11020541191101074,0.15349984169006348,0.20080018043518066
drones_instance-1_network_1_deadline_13_corrsize_4,drones,1,1,1,1,13,4,5.281583257175208,0.07684421757132884,0.5349,29,0.9975,0.9999,0.9999,1.0,0.9996833277018298,0.9996944731565857,0.1131746768951416,0.12367844581604004,107.85396385192871
drones_instance-1_network_1_deadline_14_corrsize_2,drones,1,1,1,1,14,2,21.154429699615743,0.43689984000000004,0.7504,29,0.9976,1.0,1.0,1.0,0.9996833277018298,0.9996995586508755,0.11028861999511719,0.17773842811584473,0.26791810989379883
drones_instance-1_network_1_deadline_14_corrsize_3,drones,1,1,1,1,14,3,13.913238298165524,0.889211271968,0.2208,29,0.9929,0.9929,0.9933,0.9937643282384501,0.9933539092173768,0.9935896476138147,0.1122434139251709,0.2641112804412842,0.4719681739807129
drones_instance-1_network_1_deadline_14_corrsize_4,drones,1,1,1,1,14,4,17.97487770854857,0.3338870489060484,0.398,29,0.9957,0.9957,0.9958,0.9970584837496653,0.9952538396820768,0.9953601828552939,0.11250662803649902,0.15004396438598633,58.12089538574219
drones_instance-1_network_2_deadline_10_corrsize_2,drones,1,1,1,2,10,2,14.39445439244468,0.904519,0.309,29,nan,0.0095,0.0105,nan,0.006371863126535001,0.009790557615026538,nan,0.5106918811798096,1.1980834007263184
drones_instance-1_network_2_deadline_10_corrsize_3,drones,1,1,1,2,10,3,7.4648774572938565,0.825058445342,0.3689,29,nan,0.0318,0.0312,nan,0.027085634406705163,0.030125931748012758,nan,0.5274286270141602,1.082972764968872
drones_instance-1_network_2_deadline_10_corrsize_4,drones,1,1,1,2,10,4,21.14420059897691,0.43055116139734545,0.6124,29,0.3134,0.3288,0.3312,0.304705563213662,0.37297065747489666,0.3298311794174915,0.1097099781036377,0.24051260948181152,19.18196177482605
drones_instance-1_network_2_deadline_11_corrsize_2,drones,1,1,1,2,11,2,15.16862493443595,0.85847356,0.3762,29,nan,0.0,0.0,nan,1.3210575488159714e-08,6.181733134883024e-10,nan,0.3544480800628662,0.6752190589904785
drones_instance-1_network_2_deadline_11_corrsize_3,drones,1,1,1,2,11,3,4.653824587895536,0.8979607559,0.265,29,0.9976,0.9999,0.9999,1.0,0.9996833277018298,0.9996837766840078,0.11231303215026855,0.12620282173156738,0.1658947467803955
drones_instance-1_network_2_deadline_11_corrsize_4,drones,1,1,1,2,11,4,10.827744583422973,0.5733498028287204,0.3485,29,0.8846,0.8844,0.8854,0.8635752991881388,0.8922435855809205,0.8895617912089165,0.10971927642822266,0.35782361030578613,13.333686828613281
drones_instance-1_network_2_deadline_12_corrsize_2,drones,1,1,1,2,12,2,21.391010030737398,0.99856359,0.0379,29,0.968,0.9686,0.9685,0.9580603585040214,0.9672507306251766,0.9671645360107443,0.10828828811645508,0.23435091972351074,0.2969958782196045
drones_instance-1_network_2_deadline_12_corrsize_3,drones,1,1,1,2,12,3,15.033849607240793,0.3074625945,0.6722,29,0.6905,0.6925,0.6952,0.6177369532910293,0.674233017505518,0.6907297576652417,0.11299729347229004,0.25730109214782715,2.5667476654052734
drones_instance-1_network_2_deadline_12_corrsize_4,drones,1,1,1,2,12,4,15.339162172959632,0.13510329718440364,0.6808,29,0.7418,0.7366,0.7418,0.6409724397147188,0.6983596576419551,0.736742708290813,0.11039614677429199,0.306964635848999,19.97615623474121
drones_instance-1_network_2_deadline_13_corrsize_2,drones,1,1,1,2,13,2,12.0417190192499,0.80929311,0.4367,29,0.9958,0.9959,0.9958,0.9963372286621625,0.9952994871278058,0.9952040633116218,0.11103320121765137,0.19251394271850586,0.3192627429962158
drones_instance-1_network_2_deadline_13_corrsize_3,drones,1,1,1,2,13,3,15.791166300935569,0.6313550255120001,0.5214,29,0.9927,0.9927,0.9928,0.9916648341270932,0.9920803121649984,0.9923856990445102,0.11402249336242676,0.1923677921295166,4.419951677322388
drones_instance-1_network_2_deadline_13_corrsize_4,drones,1,1,1,2,13,4,30.37750295380789,0.9684252508755344,0.1324,29,0.4582,0.4627,0.4645,0.4054395462362681,0.4718182273341403,0.4689900823838178,0.11425185203552246,0.34729981422424316,0.8596780300140381
drones_instance-1_network_2_deadline_14_corrsize_2,drones,1,1,1,2,14,2,29.32125810128098,0.998911,0.033,29,0.8852,0.8859,0.8866,0.8526726778319208,0.883711552964853,0.88345359552503,0.11013364791870117,0.23819756507873535,0.30036401748657227
drones_instance-1_network_2_deadline_14_corrsize_3,drones,1,1,1,2,14,3,17.963532474574148,0.97821140445,0.1061,29,0.997,0.9992,0.9989,1.0,0.99887087921361,0.9980120626674978,0.11293244361877441,0.49434328079223633,0.1650867462158203
drones_instance-1_network_2_deadline_14_corrsize_4,drones,1,1,1,2,14,4,11.263660962477532,0.617234029412269,0.4576,29,0.9978,0.9999,0.9999,1.0,0.9996833277018298,0.999688177546618,0.11275219917297363,0.15366125106811523,1.052738904953003
drones_instance-1_network_3_deadline_10_corrsize_2,drones,1,1,1,3,10,2,0.04696352782282522,0.97674375,0.1525,29,0.9343,0.9353,0.9351,0.9186559316290003,0.9366923281258552,0.9364400622774708,0.10854029655456543,0.30574464797973633,0.4660212993621826
drones_instance-1_network_3_deadline_10_corrsize_3,drones,1,1,1,3,10,3,10.016138334060324,0.36697027388599995,0.4177,29,0.2465,0.2613,0.2759,0.27263812777775664,0.3361370593854701,0.281593027664415,0.11260652542114258,0.2030501365661621,2.5793697834014893
drones_instance-1_network_3_deadline_10_corrsize_4,drones,1,1,1,3,10,4,35.65208765092689,0.48169683015361686,0.528,29,0.6668,0.6669,0.67,0.5985004644921061,0.6572899159689815,0.6721313302868266,0.10944724082946777,0.24401187896728516,7.999123573303223
drones_instance-1_network_3_deadline_11_corrsize_2,drones,1,1,1,3,11,2,37.50985664742803,0.8009947900000001,0.4461,29,0.0977,0.1212,0.1224,0.09527298973989597,0.14135377000877006,0.12144325160663327,0.10905694961547852,0.2311868667602539,0.6531550884246826
drones_instance-1_network_3_deadline_11_corrsize_3,drones,1,1,1,3,11,3,16.108288426495264,0.06423729945599997,0.6957,29,nan,0.0073,0.0109,nan,0.0015556573116094464,0.011222618688601247,nan,0.38631129264831543,15.135167360305786
drones_instance-1_network_3_deadline_11_corrsize_4,drones,1,1,1,3,11,4,19.012280861054972,0.3980968081405475,0.4642,29,0.8259,0.8301,0.8298,0.7853180336482378,0.8268159080775525,0.8310705419132943,0.1105959415435791,0.23363637924194336,47.231701612472534
drones_instance-1_network_3_deadline_12_corrsize_2,drones,1,1,1,3,12,2,10.873364943483065,0.98496924,0.1226,29,0.7501,0.7513,0.7513,0.6988830470267272,0.7497261934642608,0.7515756015294961,0.10935854911804199,0.24785733222961426,0.2931559085845947
drones_instance-1_network_3_deadline_12_corrsize_3,drones,1,1,1,3,12,3,9.133204483862675,0.9583683066640001,0.1473,29,0.5729,0.5772,0.5766,0.5223295639444274,0.5867384473450802,0.5767337918558892,0.11199474334716797,0.3341829776763916,0.6029317378997803
drones_instance-1_network_3_deadline_12_corrsize_4,drones,1,1,1,3,12,4,22.30910228798595,0.9027270710568516,0.1779,29,0.2789,0.28,0.2814,0.20306258129985896,0.25855696070968315,0.27526785882364513,0.11190533638000488,0.16470718383789062,1.1285345554351807
drones_instance-1_network_3_deadline_13_corrsize_2,drones,1,1,1,3,13,2,14.025664553681537,0.92310471,0.2773,29,0.791,0.7932,0.7931,0.7397308306244418,0.7862055379669078,0.7910194293326087,0.11204910278320312,0.2319784164428711,0.26408982276916504
drones_instance-1_network_3_deadline_13_corrsize_3,drones,1,1,1,3,13,3,9.627533946908054,0.10033880024000001,0.8904,29,0.9974,0.9998,0.9998,1.0,0.9996833277018298,0.9997148377370229,0.11162352561950684,0.1511061191558838,6.088622093200684
drones_instance-1_network_3_deadline_13_corrsize_4,drones,1,1,1,3,13,4,32.606506930429504,0.36771406986235516,0.5469,29,0.9811,0.9811,0.9815,0.9716926718072993,0.9775488245145211,0.9788611443964557,0.11020851135253906,0.1530303955078125,33.98397493362427
drones_instance-1_network_3_deadline_14_corrsize_2,drones,1,1,1,3,14,2,25.16708540044611,0.77370951,0.4757,29,0.0911,0.1114,0.1203,0.0959022778472206,0.14225212531460862,0.12072540774979831,0.10933923721313477,0.2505497932434082,0.7546534538269043
drones_instance-1_network_3_deadline_14_corrsize_3,drones,1,1,1,3,14,3,16.546978342214686,0.2105966044799999,0.7768,29,0.9973,0.9998,0.9998,1.0,0.9996833277018298,0.9997091800796822,0.11092710494995117,0.14671850204467773,2.0850117206573486
drones_instance-1_network_3_deadline_14_corrsize_4,drones,1,1,1,3,14,4,7.904894394878843,0.6205834877756212,0.2717,29,0.3859,0.3961,0.4019,0.31564842028203566,0.3833342254982713,0.3960315912921222,0.11236929893493652,0.23019194602966309,13.86916446685791
drones_instance-1_network_4_deadline_10_corrsize_2,drones,1,1,1,4,10,2,16.527380501682433,0.99657775,0.0585,29,0.8588,0.8578,0.8596,0.823837316047012,0.8584760492677542,0.8581663057044453,0.10937619209289551,0.21577215194702148,0.26756763458251953
drones_instance-1_network_4_deadline_10_corrsize_3,drones,1,1,1,4,10,3,7.010470642114496,0.4317008424039999,0.7347,29,0.0181,0.0173,0.0252,0.022568595649343146,0.03683688101951653,0.0234016773555672,0.11269450187683105,0.2285463809967041,1.510291576385498
drones_instance-1_network_4_deadline_10_corrsize_4,drones,1,1,1,4,10,4,14.729704090369902,0.762994414014436,0.2759,29,0.0501,0.0503,0.0563,0.05159432404669674,0.07646684962260325,0.05279253272863967,0.11318635940551758,0.24649810791015625,1.5094671249389648
drones_instance-1_network_4_deadline_11_corrsize_2,drones,1,1,1,4,11,2,35.205889117835305,0.94723791,0.2297,29,0.2589,0.2707,0.2683,0.22347155952502232,0.2815674687316717,0.26816997367905465,0.11008763313293457,0.24011826515197754,0.4227006435394287
drones_instance-1_network_4_deadline_11_corrsize_3,drones,1,1,1,4,11,3,6.714748900791543,0.9764098679979999,0.0927,29,0.9743,0.9746,0.9752,0.967011614636904,0.9743857464165329,0.9743705417944034,0.11118125915527344,0.3232598304748535,0.3305191993713379
drones_instance-1_network_4_deadline_11_corrsize_4,drones,1,1,1,4,11,4,8.971042481229436,0.585005758163525,0.522,29,0.989,0.9889,0.9891,0.9856071101422605,0.9882631607976,0.9882991228893867,0.11113643646240234,0.2286546230316162,2.888720750808716
drones_instance-1_network_4_deadline_12_corrsize_2,drones,1,1,1,4,12,2,32.20160062493115,0.93146076,0.2618,29,nan,0.0148,0.0155,nan,0.011597637077180927,0.015781299177586715,nan,0.38439083099365234,0.9083976745605469
drones_instance-1_network_4_deadline_12_corrsize_3,drones,1,1,1,4,12,3,27.78657004201553,0.24785532936000002,0.689,29,0.3874,0.39,0.3949,0.30312635488002543,0.37101251301624105,0.38920661204601203,0.11003494262695312,0.32125282287597656,3.205294370651245
drones_instance-1_network_4_deadline_12_corrsize_4,drones,1,1,1,4,12,4,13.426106008323163,0.28730793553856004,0.646,29,0.9395,0.9408,0.9403,0.915328638694355,0.9341010845539698,0.9384367493884237,0.11082792282104492,0.21218657493591309,27.314563274383545
drones_instance-1_network_4_deadline_13_corrsize_2,drones,1,1,1,4,13,2,14.471729266938553,0.3534231899999999,0.8041,29,0.9751,0.9759,0.9762,0.966430634040536,0.9738382047751578,0.9762271744499493,0.10848665237426758,0.2559163570404053,0.47808361053466797
drones_instance-1_network_4_deadline_13_corrsize_3,drones,1,1,1,4,13,3,14.068168373553666,0.26191611727200004,0.7796,29,0.9762,0.9759,0.9758,0.9719825819310384,0.9778666673301436,0.9781069975687348,0.10824394226074219,0.292468786239624,6.866154432296753
drones_instance-1_network_4_deadline_13_corrsize_4,drones,1,1,1,4,13,4,30.98769748151013,0.4558697467795809,0.4984,29,0.71,0.7142,0.7177,0.6508105057711516,0.7076528220626169,0.7175006787615538,0.11117219924926758,0.23102998733520508,10.406841516494751
drones_instance-1_network_4_deadline_14_corrsize_2,drones,1,1,1,4,14,2,7.632221206824523,0.87924375,0.3475,29,0.9969,0.9999,0.9999,1.0,0.9996833277018298,0.9996852869109626,0.11020112037658691,0.12885212898254395,0.5540695190429688
drones_instance-1_network_4_deadline_14_corrsize_3,drones,1,1,1,4,14,3,29.89361070923864,0.9329065625999999,0.1725,29,0.9922,0.9922,0.9926,0.9929756496202742,0.9927649909530439,0.9930437626489751,0.11333680152893066,0.15410161018371582,0.44823575019836426
drones_instance-1_network_4_deadline_14_corrsize_4,drones,1,1,1,4,14,4,8.770460125557646,0.7489956873357708,0.3769,29,0.9968,0.9976,0.9976,1.0,0.9974508154482948,0.9974556620725767,0.11189031600952148,0.15146851539611816,0.17096281051635742
drones_instance-1_network_5_deadline_10_corrsize_2,drones,1,1,1,5,10,2,16.57174093531453,0.65178199,0.5901,29,nan,0.0003,0.0,nan,3.532465015220095e-05,0.00020108418071289718,nan,0.4391052722930908,0.8028256893157959
drones_instance-1_network_5_deadline_10_corrsize_4,drones,1,1,1,5,10,4,18.98671362758093,0.3018292862981024,0.5702,29,0.2122,0.2341,0.2443,0.14411588630825345,0.19660036177088658,0.2430792986614616,0.11043071746826172,0.26196789741516113,16.706374168395996
drones_instance-1_network_5_deadline_11_corrsize_2,drones,1,1,1,5,11,2,9.507719739659377,0.93894159,0.2471,29,nan,0.0,0.0,nan,7.179698686179056e-08,1.3020878634183461e-08,nan,0.4098677635192871,0.643441915512085
drones_instance-1_network_5_deadline_11_corrsize_3,drones,1,1,1,5,11,3,12.796992217303941,0.74500989434,0.4635,29,0.8523,0.851,0.8523,0.8039030588039511,0.8409662194941855,0.8495396555798229,0.11166000366210938,0.250744104385376,0.4739227294921875
drones_instance-1_network_5_deadline_11_corrsize_4,drones,1,1,1,5,11,4,12.193511532777986,0.7800468936052025,0.2375,29,nan,0.0081,0.0,nan,0.005933375163386703,6.322727992335162e-25,nan,0.35292983055114746,1.1961112022399902
drones_instance-1_network_5_deadline_12_corrsize_2,drones,1,1,1,5,12,2,5.926694593181724,0.98829276,0.1082,29,0.2191,0.2281,0.2256,0.17866028871954862,0.2325310990332456,0.22610353490283872,0.10993599891662598,0.26385927200317383,0.3637866973876953
drones_instance-1_network_5_deadline_12_corrsize_3,drones,1,1,1,5,12,3,20.06253502960288,0.08495820824000001,0.7135,29,0.3504,0.3504,0.3566,0.2492072486474816,0.30658672499948997,0.3551596661069832,0.1124422550201416,0.1526927947998047,13.2367582321167
drones_instance-1_network_5_deadline_12_corrsize_4,drones,1,1,1,5,12,4,21.850812789617084,0.1601150152051364,0.7303,29,nan,0.0712,0.0857,nan,0.01105815483079645,0.08641651370030974,nan,0.40669846534729004,9.295534133911133
drones_instance-1_network_5_deadline_13_corrsize_2,drones,1,1,1,5,13,2,15.482445424669901,0.09483803999999994,0.9514,29,0.7566,0.7633,0.7692,0.6684710380956426,0.7234531524595699,0.7742861985313924,0.10956525802612305,0.3718433380126953,0.7254326343536377
drones_instance-1_network_5_deadline_13_corrsize_3,drones,1,1,1,5,13,3,17.57079529677953,0.5263649458400002,0.5436,29,0.9122,0.9127,0.9122,0.8858619524592902,0.9094294156638807,0.9089994782529304,0.10985517501831055,0.2502779960632324,1.4857721328735352
drones_instance-1_network_5_deadline_13_corrsize_4,drones,1,1,1,5,13,4,26.68353851001088,0.3615312453454262,0.3993,29,0.9766,0.9771,0.9776,0.9692610606261062,0.9761125711961038,0.9765868331214896,0.11054587364196777,0.25644731521606445,28.220869064331055
drones_instance-1_network_5_deadline_14_corrsize_2,drones,1,1,1,5,14,2,26.265749208263877,0.98190975,0.1345,29,0.9978,0.9999,0.9999,1.0,0.9994604891465937,0.9994603592396422,0.11262631416320801,0.1240081787109375,0.16866850852966309
drones_instance-1_network_5_deadline_14_corrsize_3,drones,1,1,1,5,14,3,25.573063293180375,0.851910104672,0.2434,29,0.9781,0.9799,0.9801,0.9712293517548526,0.9775810554210761,0.9777373678328296,0.11057782173156738,0.2726857662200928,0.9282445907592773
drones_instance-1_network_5_deadline_14_corrsize_4,drones,1,1,1,5,14,4,36.28484134029095,0.2638409936063567,0.4458,29,0.854,0.8549,0.8541,0.8208362298564235,0.8555355636246359,0.8615983430015898,0.11157870292663574,0.2959005832672119,68.58945894241333
drones_instance-1_network_6_deadline_10_corrsize_2,drones,1,1,1,6,10,2,3.923551037685897,0.31026975,0.8305,29,0.0967,0.1219,0.1359,0.11859608567525987,0.1667649254250686,0.13514359467723067,0.11022639274597168,0.24207806587219238,0.3849184513092041
drones_instance-1_network_6_deadline_10_corrsize_3,drones,1,1,1,6,10,3,7.2966941491616595,0.48805166961600005,0.6581,29,nan,0.0,0.0,nan,4.158171293174536e-12,1.1082928999715517e-17,nan,0.39977312088012695,1.7866487503051758
drones_instance-1_network_6_deadline_10_corrsize_4,drones,1,1,1,6,10,4,27.687405303986814,0.789129612992853,0.3137,29,0.7191,0.7231,0.7231,0.6681449879411574,0.723506746316255,0.7241775024323632,0.10960721969604492,0.24015569686889648,3.489150047302246
drones_instance-1_network_6_deadline_11_corrsize_2,drones,1,1,1,6,11,2,14.067032814134095,0.94444551,0.2357,29,nan,0.0002,0.0001,nan,3.890227836029964e-05,8.110826661651554e-05,nan,0.3910353183746338,0.9832985401153564
drones_instance-1_network_6_deadline_11_corrsize_3,drones,1,1,1,6,11,3,8.32235143731488,0.901106658332,0.1999,29,0.9976,0.9999,0.9999,1.0,0.9996833277018298,0.9996838161567037,0.15094804763793945,0.1519315242767334,0.19751286506652832
drones_instance-1_network_6_deadline_11_corrsize_4,drones,1,1,1,6,11,4,31.20549260731922,0.26098396411265506,0.5749,29,nan,0.0,0.0004,nan,3.5105953059912826e-05,0.00034290443819113463,nan,0.3380739688873291,5.831660985946655
