Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime
drones_instance-1_network_1_deadline_13_corrsize_2,drones,1,1,1,1,13,2,2.4100028718791258,0.7161241599999999,0.5328,29,0.9969,0.9999,0.9999,1.0,0.9996833277018298,0.9996921176947863,0.10936546325683594,0.15236926078796387,0.5722219944000244
drones_instance-12_network_10_deadline_10_corrsize_2,drones,12,2,1,10,10,2,9.557181449612782,0.0413603399937923,0.9713,29,nan,0.0029,0.0036,nan,0.0004490868063044172,0.002962679347121474,nan,0.3271799087524414,0.8544552326202393
drones_instance-12_network_10_deadline_10_corrsize_3,drones,12,2,1,10,10,3,30.31013501014475,0.10314403528147693,0.8454,29,0.8726,0.8741,0.8737,0.8486442872847086,0.877797457540087,0.8730095012157132,0.11591362953186035,0.22022128105163574,5.24013090133667
drones_instance-12_network_10_deadline_10_corrsize_2,drones,12,2,1,10,10,2,9.557181449612782,0.0413603399937923,0.9713,29,nan,0.0027,0.0043,nan,0.0004490868063044172,0.002962679347121474,nan,0.3271799087524414,0.8544552326202393
drones_instance-12_network_10_deadline_10_corrsize_3,drones,12,2,1,10,10,3,30.31013501014475,0.10314403528147693,0.8454,29,0.8717,0.872,0.8717,0.8486442872847086,0.877797457540087,0.8730095012157132,0.11591362953186035,0.22022128105163574,5.24013090133667
drones_instance-12_network_10_deadline_10_corrsize_4,drones,12,2,1,10,10,3,15.61903167948409,0.18565276342445916,0.8858,29,0.6684,0.6687,0.6687,0.581855456058804,0.6356756105376459,0.6610418054016707,0.14873719215393066,0.20020508766174316,0.46524739265441895
drones_instance-12_network_10_deadline_11_corrsize_2,drones,12,2,1,10,11,2,8.606186387475471,0.4854792844172543,0.5736,29,0.997,0.9992,0.9992,1.0,0.9991214776924342,0.9990668010907392,0.11696600914001465,0.1580944061279297,0.12978267669677734
drones_instance-12_network_10_deadline_11_corrsize_3,drones,12,2,1,10,11,3,16.301266919764156,0.03416211645010521,0.8889,29,0.9653,0.9666,0.9665,0.9508227490058796,0.9617350231546709,0.9665645722493522,0.11389803886413574,0.21531271934509277,4.644149541854858
drones_instance-12_network_10_deadline_11_corrsize_4,drones,12,2,1,10,11,3,55.61175329763576,0.1728847502791494,0.6958,29,nan,0.0367,0.0403,nan,0.13826894856094032,0.040736601603683587,nan,0.33867645263671875,6.3056488037109375
drones_instance-12_network_10_deadline_12_corrsize_2,drones,12,2,1,10,12,2,15.477795236769197,0.5771401844873615,0.4922,29,0.9976,0.9983,0.9981,1.0,0.9983603796498361,0.9984356399278725,0.1111147403717041,0.496234655380249,0.1729435920715332
drones_instance-12_network_10_deadline_12_corrsize_3,drones,12,2,1,10,12,3,46.32779593230238,0.7871662693801788,0.3156,29,0.9118,0.9123,0.9124,0.8846643013847794,0.9072222945772377,0.9096959536071713,0.12236452102661133,0.23979687690734863,0.4543766975402832
drones_instance-12_network_10_deadline_12_corrsize_4,drones,12,2,1,10,12,3,10.121014625806879,0.8791912403931249,0.1946,29,0.9797,0.9803,0.9803,0.9722928341888415,0.9784684664933612,0.9784418250838312,0.2283937931060791,0.21679925918579102,1.180243730545044
drones_instance-12_network_10_deadline_13_corrsize_2,drones,12,2,1,10,13,2,11.510685333402604,0.3228605390334015,0.8082,29,0.9985,0.9999,0.9999,1.0,0.9996833277018298,0.9997058962297883,0.11346864700317383,0.1678621768951416,1.0024192333221436
drones_instance-12_network_10_deadline_13_corrsize_3,drones,12,2,1,10,13,3,32.393837500950504,0.6998224682798279,0.5202,29,0.157,0.164,0.1693,0.1125329076222889,0.15236169047457274,0.16784556600974776,0.11564445495605469,0.23059535026550293,1.0076332092285156
drones_instance-12_network_10_deadline_13_corrsize_4,drones,12,2,1,10,13,3,17.117555640179045,0.3640450717217681,0.5749,29,0.9971,0.9999,0.9999,1.0,0.9996833277018298,0.9996969855031336,0.14442658424377441,0.18890666961669922,1.0919771194458008
drones_instance-12_network_10_deadline_14_corrsize_2,drones,12,2,1,10,14,2,13.343085212670786,0.21702463979536007,0.8742,29,0.9984,0.9999,0.9999,1.0,0.9996833277018298,0.9997190422174391,0.22016549110412598,0.16577506065368652,1.1034371852874756
drones_instance-12_network_10_deadline_14_corrsize_3,drones,12,2,1,10,14,3,11.326725598736973,0.5752203937138165,0.4404,29,0.9938,0.9953,0.995,0.9923311766775157,0.9934082156395128,0.9932271954963341,0.11515974998474121,0.22138309478759766,0.7081124782562256
drones_instance-12_network_10_deadline_14_corrsize_4,drones,12,2,1,10,14,3,21.03051147066598,0.48750669275053327,0.621,29,0.998,0.9985,0.9985,0.9992043190357671,0.997702657578326,0.9977008501537877,0.11474156379699707,0.49493861198425293,0.16050171852111816
drones_instance-12_network_1_deadline_10_corrsize_2,drones,12,2,1,1,10,2,23.585919677179536,0.97644511287225,0.1195,29,0.3981,0.3975,0.3976,0.3429274728209348,0.4018009016019898,0.4129454483068439,0.11771345138549805,0.23381519317626953,0.2628800868988037
drones_instance-12_network_1_deadline_10_corrsize_3,drones,12,2,1,1,10,3,15.980628486108406,0.4792372364819002,0.5227,29,0.3764,0.3934,0.3984,0.2316188162695223,0.2883048014092458,0.3951509890094323,0.1171269416809082,0.2203683853149414,0.8480393886566162
drones_instance-12_network_1_deadline_10_corrsize_4,drones,12,2,1,1,10,3,27.549920123064744,0.859641381353444,0.3645,29,0.9226,0.9239,0.9238,0.9027006724744535,0.9228756592723274,0.9230851343341328,0.2265636920928955,0.20734310150146484,0.37992358207702637
drones_instance-12_network_1_deadline_11_corrsize_2,drones,12,2,1,1,11,2,34.44271278035473,0.78582352762116,0.377,29,0.6997,0.7002,0.7003,0.635247303322214,0.6862324634634641,0.7026379862121542,0.13017582893371582,0.1635150909423828,0.3633449077606201
drones_instance-12_network_1_deadline_11_corrsize_3,drones,12,2,1,1,11,3,12.548821318550402,0.5530488117256317,0.4666,29,0.3502,0.3503,0.3552,0.2410039106513921,0.29851693269227053,0.3564758290312046,0.1164088249206543,0.2397005558013916,1.2372713088989258
drones_instance-12_network_1_deadline_11_corrsize_4,drones,12,2,1,1,11,3,26.48389473566174,0.10120666777929409,0.9059,29,nan,0.0865,0.0912,nan,0.06039216716144913,0.09096203790184844,nan,0.3439157009124756,3.944920778274536
drones_instance-12_network_1_deadline_12_corrsize_2,drones,12,2,1,1,12,2,28.333185885178857,0.7540294464639999,0.4932,29,0.4979,0.4989,0.5,0.39026091655672773,0.4497249946303141,0.5056502439489039,0.11315011978149414,0.21256709098815918,0.5349471569061279
drones_instance-12_network_1_deadline_12_corrsize_3,drones,12,2,1,1,12,3,13.54452362390754,0.25654962417770255,0.6224,29,0.9914,0.9923,0.9917,0.9924388360401547,0.9935074484700072,0.9938141057932997,0.1878647804260254,0.5239686965942383,6.889996528625488
drones_instance-12_network_1_deadline_12_corrsize_4,drones,12,2,1,1,12,3,14.278433759148424,0.5599516542624329,0.4241,29,0.9191,0.9195,0.9195,0.8944503977315041,0.9153328424314029,0.9160059017826753,0.11651253700256348,0.18403339385986328,0.6838147640228271
drones_instance-12_network_1_deadline_13_corrsize_2,drones,12,2,1,1,13,2,22.60033935958967,0.7738243827185024,0.4535,29,0.997,0.9999,0.9999,1.0,0.9996833277018298,0.9996885361575303,0.13504576683044434,0.149519681930542,0.7664434909820557
drones_instance-12_network_1_deadline_13_corrsize_3,drones,12,2,1,1,13,3,13.416547912240437,0.0878321952492323,0.8001,29,0.8267,0.8343,0.8402,0.7829335963122721,0.8222180501465092,0.8385452425700073,0.15424728393554688,0.20116305351257324,4.216192007064819
drones_instance-12_network_1_deadline_13_corrsize_4,drones,12,2,1,1,13,3,23.325956163570268,0.5617776821732643,0.5354,29,0.8536,0.8564,0.8593,0.8159512016094724,0.849631968598302,0.8567130909215528,0.11871767044067383,0.22427821159362793,2.6458823680877686
drones_instance-12_network_1_deadline_14_corrsize_2,drones,12,2,1,1,14,2,11.491150756595143,0.9708020849915135,0.1432,29,0.9971,0.9999,0.9999,1.0,0.9996833277018298,0.9996834409658946,0.11303520202636719,0.12833046913146973,0.2250831127166748
drones_instance-12_network_1_deadline_14_corrsize_3,drones,12,2,1,1,14,3,29.680335707433763,0.2069752225487437,0.8379,29,0.9978,0.9986,0.9991,1.0,0.9986058860420075,0.9980561472959101,0.1155092716217041,0.5299122333526611,0.2811875343322754
drones_instance-12_network_1_deadline_14_corrsize_4,drones,12,2,1,1,14,3,12.546446854539745,0.6927491237582033,0.4863,29,0.9975,1.0,1.0,1.0,0.9996833277018298,0.9996834710161079,0.11434531211853027,0.1273193359375,0.24717116355895996
drones_instance-12_network_2_deadline_10_corrsize_2,drones,12,2,1,2,10,2,17.998334987056083,0.7451316234337536,0.5048,29,0.4311,0.4392,0.4394,0.42516091618453133,0.4839045173127359,0.443374907989759,0.1705012321472168,0.20465922355651855,0.42910099029541016
drones_instance-12_network_2_deadline_10_corrsize_3,drones,12,2,1,2,10,3,38.05215654870677,0.5642071590432132,0.454,29,0.6466,0.6455,0.6498,0.6016138711343583,0.6561705180126047,0.6454604797940978,0.16240572929382324,0.22510075569152832,1.7528038024902344
drones_instance-12_network_2_deadline_10_corrsize_4,drones,12,2,1,2,10,3,35.93816450425821,0.3598896021427717,0.7014,29,0.2922,0.2929,0.2997,0.23975515670916855,0.29833712860264733,0.3031007308714195,0.1125800609588623,0.25031185150146484,3.4324207305908203
drones_instance-12_network_2_deadline_11_corrsize_2,drones,12,2,1,2,11,2,27.50432137817949,0.9397552632205584,0.1959,29,0.5584,0.5596,0.5601,0.4811395195959424,0.5425328315444371,0.5555585129523917,0.17078495025634766,0.20420575141906738,0.32701659202575684
drones_instance-12_network_2_deadline_11_corrsize_3,drones,12,2,1,2,11,3,14.625497895349913,0.048500876140979275,0.736,29,0.9921,0.9925,0.9925,0.9904234636434185,0.9921259153541282,0.992841258859345,0.18881869316101074,0.5297975540161133,51.04788875579834
drones_instance-12_network_2_deadline_11_corrsize_4,drones,12,2,1,2,11,3,15.839956703637323,0.3615193943812441,0.5293,29,0.9359,0.9377,0.9365,0.9172834823577914,0.934837671435417,0.9341320129099995,0.11203527450561523,0.2049567699432373,1.924654245376587
drones_instance-12_network_2_deadline_12_corrsize_2,drones,12,2,1,2,12,2,48.164070520265156,0.48032238534224997,0.7175,29,0.9801,0.9808,0.9808,0.9657532838026686,0.9798277349875083,0.9798164796384329,0.11354184150695801,0.1629467010498047,0.8305001258850098
drones_instance-12_network_2_deadline_12_corrsize_3,drones,12,2,1,2,12,3,20.009396721339314,0.7204974574798626,0.4163,29,0.9698,0.9708,0.9708,0.9604949562303388,0.9689819911730294,0.9687318372759077,0.11574339866638184,0.20870018005371094,0.7830798625946045
drones_instance-12_network_2_deadline_12_corrsize_4,drones,12,2,1,2,12,3,22.476947043736665,0.32892879668820835,0.5046,29,0.9985,0.9997,0.9993,1.0,0.998902772054259,0.9980511811044851,0.11334943771362305,0.16250967979431152,0.5231461524963379
drones_instance-12_network_2_deadline_13_corrsize_2,drones,12,2,1,2,13,2,15.593117205488042,0.49647740062499995,0.667,29,0.9975,1.0,1.0,1.0,0.9996833277018298,0.9996979140672761,0.17969942092895508,0.14349746704101562,0.8464376926422119
drones_instance-12_network_2_deadline_13_corrsize_3,drones,12,2,1,2,13,3,31.470517273985912,0.7127665115809766,0.3461,29,0.9628,0.9636,0.9636,0.9520525560581918,0.9624730943030111,0.9636364528081272,0.11799073219299316,0.524878978729248,3.2686831951141357
drones_instance-12_network_2_deadline_13_corrsize_4,drones,12,2,1,2,13,3,24.122128995152725,0.005004926113459538,0.9193,29,0.9667,0.9683,0.9671,0.9507168418810816,0.9616223379355623,0.9690074692888588,0.228226900100708,0.20692944526672363,21.694507598876953
drones_instance-12_network_2_deadline_14_corrsize_2,drones,12,2,1,2,14,2,13.883297289958694,0.9984567720760164,0.0391,29,0.9972,0.9999,0.9999,1.0,0.9996833277018298,0.9996833369881383,0.11468362808227539,0.1492769718170166,0.7025787830352783
drones_instance-12_network_2_deadline_14_corrsize_3,drones,12,2,1,2,14,3,5.993476276916712,0.9464306223217391,0.1408,29,0.9976,0.998,0.998,0.9989610081063558,0.9975815904130032,0.9975812225922537,0.11644935607910156,0.4845709800720215,0.3257918357849121
drones_instance-12_network_2_deadline_14_corrsize_4,drones,12,2,1,2,14,3,34.971076428024936,0.23184265573402946,0.7128,29,0.972,0.972,0.9719,0.9620636513345144,0.9703921686345659,0.9706242401281909,0.1134634017944336,0.18314886093139648,10.714051246643066
drones_instance-12_network_3_deadline_10_corrsize_2,drones,12,2,1,3,10,2,20.61592299681091,0.13196945841461766,0.8316,29,0.9481,0.9493,0.9503,0.9243704485458503,0.9399942924665075,0.9490436799325751,0.20708942413330078,0.1885528564453125,0.39813709259033203
drones_instance-12_network_3_deadline_10_corrsize_3,drones,12,2,1,3,10,3,35.96419615860309,0.4645948152823243,0.5365,29,0.4747,0.4764,0.4824,0.3813525157315022,0.4407740318556596,0.488877688318412,0.114898681640625,0.20644021034240723,2.7734575271606445
drones_instance-12_network_3_deadline_10_corrsize_4,drones,12,2,1,3,10,3,15.379678534265071,0.5057116950511881,0.6978,29,0.9967,0.9971,0.9971,0.9965103502221896,0.9961080141273563,0.9961244479469474,0.11589169502258301,0.15569114685058594,0.3819706439971924
drones_instance-12_network_3_deadline_11_corrsize_2,drones,12,2,1,3,11,2,29.06382575437546,0.93303310565025,0.2575,29,nan,0.0093,0.0089,nan,0.009608692345411732,0.01002123313156149,nan,0.4120757579803467,1.3858249187469482
drones_instance-12_network_3_deadline_11_corrsize_3,drones,12,2,1,3,11,3,43.11402198471741,0.004339366823530046,0.8148,29,nan,0.1903,0.1921,nan,0.08323476625253491,0.19569202896719234,nan,0.34934353828430176,41.9449565410614
drones_instance-12_network_3_deadline_11_corrsize_4,drones,12,2,1,3,11,3,4.568801696313081,0.3080771194391274,0.8127,29,0.9982,0.9998,0.9998,1.0,0.9996833277018298,0.9997173422066593,0.11603045463562012,0.15135502815246582,1.1353607177734375
drones_instance-12_network_3_deadline_12_corrsize_2,drones,12,2,1,3,12,2,1.1700541694898692,0.039547566557475565,0.9786,29,0.9972,1.0,1.0,1.0,0.9996833277018298,0.9997465688680577,0.155961275100708,0.1820070743560791,0.6778440475463867
drones_instance-12_network_3_deadline_12_corrsize_3,drones,12,2,1,3,12,3,13.151695397891208,0.932348319299426,0.1777,29,0.9976,1.0,1.0,1.0,0.9996833277018298,0.9996835906715386,0.19173121452331543,0.12436270713806152,0.19758915901184082
drones_instance-12_network_3_deadline_12_corrsize_4,drones,12,2,1,3,12,3,17.724242718911242,0.26734944594758403,0.6517,29,0.8207,0.823,0.8212,0.7669165019196243,0.8069307040637271,0.8185514012773971,0.15521740913391113,0.18006682395935059,1.4026861190795898
drones_instance-12_network_3_deadline_13_corrsize_2,drones,12,2,1,3,13,2,5.787694293341938,0.62135312994225,0.563,29,0.9979,0.9999,0.9999,1.0,0.9996833277018298,0.9996955861616064,0.11221742630004883,0.1532118320465088,0.720088005065918
drones_instance-12_network_3_deadline_13_corrsize_3,drones,12,2,1,3,13,3,19.72042850017202,0.733312664471248,0.3383,29,0.6356,0.6387,0.6402,0.5857635481483188,0.6406356942972541,0.6367780019598972,0.11386513710021973,0.20432424545288086,1.1193928718566895
drones_instance-12_network_3_deadline_13_corrsize_4,drones,12,2,1,3,13,3,11.660925508825795,0.03996812021642144,0.7874,29,0.9933,0.9946,0.9939,0.9916280893635914,0.9929467022508829,0.9928910710041844,0.11400294303894043,0.24395442008972168,7.552002906799316
drones_instance-12_network_3_deadline_14_corrsize_2,drones,12,2,1,3,14,2,18.209042554983252,0.9898130678141602,0.0843,29,0.9982,0.9993,0.9993,1.0,0.9989825042327634,0.999037241955073,0.1139531135559082,0.13939666748046875,0.7213485240936279
drones_instance-12_network_3_deadline_14_corrsize_3,drones,12,2,1,3,14,3,17.73002585318666,0.6039069727373639,0.6172,29,0.998,0.9999,0.9999,1.0,0.9996833277018298,0.9996843385326215,0.2245171070098877,0.12737822532653809,0.1753392219543457
drones_instance-12_network_3_deadline_14_corrsize_4,drones,12,2,1,3,14,3,47.764040058113174,0.12252902252446646,0.8061,29,0.2033,0.1967,0.2061,0.22488995138781762,0.28228209392394354,0.2086339429081318,0.1160428524017334,0.20281505584716797,2.1752707958221436
drones_instance-12_network_4_deadline_10_corrsize_2,drones,12,2,1,4,10,2,14.959899388900107,0.1588117254564224,0.9131,29,0.9966,1.0,0.9999,1.0,0.9996833277018298,0.9997126955168928,0.1188957691192627,0.15102171897888184,0.7113308906555176
drones_instance-12_network_4_deadline_10_corrsize_3,drones,12,2,1,4,10,3,31.606822869431994,0.8458001542740667,0.2184,29,0.2428,0.2455,0.2462,0.1765625188498762,0.2237987162440273,0.2511862708969661,0.11550426483154297,0.2043616771697998,0.7936687469482422
drones_instance-12_network_4_deadline_10_corrsize_4,drones,12,2,1,4,10,3,29.50069453411558,0.6899514780016925,0.5012,29,nan,0.0114,0.0101,nan,0.014613279106506557,0.011366414617592932,nan,0.30489063262939453,2.1816744804382324
drones_instance-12_network_4_deadline_11_corrsize_2,drones,12,2,1,4,11,2,48.602017094323074,0.2528546988171205,0.8089,29,0.2108,0.2514,0.2621,0.10059095233703141,0.14496626365084012,0.25932392441948005,0.11204671859741211,0.3328542709350586,0.5740070343017578
drones_instance-12_network_4_deadline_11_corrsize_3,drones,12,2,1,4,11,3,11.648625145755215,0.2969333485747213,0.8036,29,0.9982,0.9987,0.9987,1.0,0.9984713101443368,0.9980458036368388,0.11502861976623535,0.6286282539367676,0.23867583274841309
drones_instance-12_network_4_deadline_11_corrsize_4,drones,12,2,1,4,11,3,43.718900879916745,0.08246925608280273,0.6176,29,0.1447,0.1447,0.2008,0.1481826424609013,0.18675600594686764,0.19865538505837424,0.11509823799133301,0.18778347969055176,17.230492115020752
drones_instance-12_network_4_deadline_12_corrsize_2,drones,12,2,1,4,12,2,5.616030975860001,0.638300578998961,0.5831,29,0.7516,0.7537,0.7523,0.6946887392953583,0.7427882574962106,0.7486093254122053,0.11424422264099121,0.20949411392211914,0.22848057746887207
drones_instance-12_network_4_deadline_12_corrsize_3,drones,12,2,1,4,12,3,15.604763848881678,0.6609338672278054,0.5338,29,0.998,0.9998,0.9998,1.0,0.9996833277018298,0.9996847904908168,0.11890482902526855,0.12865996360778809,0.6770069599151611
drones_instance-12_network_4_deadline_12_corrsize_4,drones,12,2,1,4,12,3,20.908482246905493,0.3483423149433043,0.7782,29,0.8051,0.8094,0.809,0.7779033823283883,0.8173842513523165,0.8114510178759737,0.11372900009155273,0.20629620552062988,1.1482985019683838
drones_instance-12_network_4_deadline_13_corrsize_2,drones,12,2,1,4,13,2,24.28058485020295,0.4011633169491599,0.7364,29,0.3631,0.3758,0.3784,0.37884771208115997,0.4381887838387435,0.3782395583693786,0.18057942390441895,0.21093320846557617,0.5306882858276367
drones_instance-12_network_4_deadline_13_corrsize_3,drones,12,2,1,4,13,3,8.440015139067242,0.8306781077673147,0.3057,29,0.9985,1.0,1.0,1.0,0.9996833277018298,0.9996838804820414,0.11522078514099121,0.15195751190185547,0.1255037784576416
drones_instance-12_network_4_deadline_13_corrsize_4,drones,12,2,1,4,13,3,12.596742020083154,0.08597612360450006,0.84,29,0.9682,0.9684,0.9689,0.9561994310718678,0.9653985525092508,0.9706401747638,0.11465811729431152,0.20873069763183594,6.833282470703125
drones_instance-12_network_4_deadline_14_corrsize_2,drones,12,2,1,4,14,2,3.767239889379173,0.9453239409272841,0.1667,29,0.9987,0.9995,0.9995,1.0,0.9983217744940915,0.9983231988701959,0.11276936531066895,0.16298222541809082,0.13924145698547363
drones_instance-12_network_4_deadline_14_corrsize_3,drones,12,2,1,4,14,3,18.59794129841635,0.22935682188202092,0.861,29,0.9448,0.9453,0.9448,0.9305574884687823,0.9448826344774266,0.9465837664435593,0.19547057151794434,0.2255713939666748,1.8428325653076172
drones_instance-12_network_4_deadline_14_corrsize_4,drones,12,2,1,4,14,3,26.103958334374465,0.17188392387590162,0.841,29,0.2984,0.2954,0.2985,0.3189397429109763,0.3781557988616065,0.3011738029907878,0.11439895629882812,0.19049930572509766,1.6807310581207275
drones_instance-12_network_5_deadline_10_corrsize_2,drones,12,2,1,5,10,2,26.967631681512273,0.8303027182883136,0.3736,29,0.1759,0.1976,0.1985,0.18473018794155874,0.2380301875925189,0.19414292827221197,0.22792553901672363,0.20331645011901855,0.5179488658905029
drones_instance-12_network_5_deadline_10_corrsize_3,drones,12,2,1,5,10,3,8.582553669454734,0.9666792059219954,0.1421,29,0.9007,0.9022,0.9015,0.8776997113736231,0.9015512356520614,0.9021553070583366,0.14249825477600098,0.20806622505187988,0.32489013671875
drones_instance-12_network_5_deadline_10_corrsize_4,drones,12,2,1,5,10,3,23.87564456650236,0.6221701453214016,0.3324,29,0.605,0.6055,0.6081,0.5105491068463308,0.5713697789818687,0.6078024416212018,0.11483526229858398,0.21560263633728027,2.3627121448516846
drones_instance-12_network_5_deadline_11_corrsize_2,drones,12,2,1,5,11,2,50.384236332392696,0.09054937670029435,0.9381,29,0.2416,0.2419,0.2459,0.14405092980812265,0.1822640113842047,0.24581399306376592,0.11738920211791992,0.21529364585876465,0.34745359420776367
drones_instance-12_network_5_deadline_11_corrsize_3,drones,12,2,1,5,11,3,5.027934866372374,0.4461178166580641,0.5583,29,nan,0.0004,0.0015,nan,0.0009893869819760394,0.0016284297841641174,nan,0.2915225028991699,1.1809370517730713
drones_instance-12_network_5_deadline_11_corrsize_4,drones,12,2,1,5,11,3,7.533738521402853,0.04481651558238441,0.9255,29,0.9841,0.9842,0.9847,0.9781827285535801,0.9828050560363333,0.9849575607010908,0.11245870590209961,0.23186254501342773,26.83603000640869
drones_instance-12_network_5_deadline_12_corrsize_2,drones,12,2,1,5,12,2,7.186291403453637,0.15108410612403242,0.9002,29,0.9075,0.9079,0.9079,0.8827935582564145,0.9056307659080054,0.904265425019785,0.11301469802856445,0.18235135078430176,0.5610170364379883
drones_instance-12_network_5_deadline_12_corrsize_3,drones,12,2,1,5,12,3,26.01041098913983,0.31285630996612146,0.5973,29,0.9976,0.998,0.998,0.9988614219292513,0.9975278531914525,0.9976364855707518,0.11862921714782715,0.15390753746032715,0.29754185676574707
drones_instance-12_network_5_deadline_12_corrsize_4,drones,12,2,1,5,12,3,2.1348732649582676,0.24811506189769353,0.7778,29,0.9979,0.9999,0.9999,1.0,0.9996833277018298,0.9997121881197004,0.11395049095153809,0.1288456916809082,1.285588026046753
drones_instance-12_network_5_deadline_13_corrsize_2,drones,12,2,1,5,13,2,17.482878670089452,0.9568763100319204,0.2046,29,0.9977,0.9991,0.9994,1.0,0.9987322265003659,0.9989449424338125,0.11301827430725098,0.6220011711120605,0.674476146697998
drones_instance-12_network_5_deadline_13_corrsize_3,drones,12,2,1,5,13,3,3.5979917764544345,0.0003480273389164109,0.9519,29,0.997,0.9998,0.9998,1.0,0.9993778461799729,0.9995030409494322,0.11470413208007812,0.1486661434173584,1.8249125480651855
drones_instance-12_network_5_deadline_13_corrsize_4,drones,12,2,1,5,13,3,13.498622316259219,0.44130123448391134,0.625,29,0.9983,0.9996,0.9996,1.0,0.9991212659322077,0.9991128557112763,0.14186477661132812,0.14725303649902344,1.4599392414093018
drones_instance-12_network_5_deadline_14_corrsize_2,drones,12,2,1,5,14,2,6.548514883743664,0.6277526150390625,0.6081,29,0.9976,0.9997,0.9997,1.0,0.9996833277018298,0.9996917701784133,0.11545729637145996,0.15293025970458984,0.7948246002197266
drones_instance-12_network_5_deadline_14_corrsize_3,drones,12,2,1,5,14,3,16.964207517570525,0.9275726540279713,0.1501,29,0.9955,0.996,0.996,0.9960405050772897,0.9958281412192863,0.9958340189555006,0.11690068244934082,0.15349149703979492,0.2805294990539551
drones_instance-12_network_5_deadline_14_corrsize_4,drones,12,2,1,5,14,3,2.739859622751726,0.36596795413205324,0.7238,29,0.9974,0.9999,0.9999,1.0,0.9996833277018298,0.9996882013682049,0.11704516410827637,0.15354442596435547,0.3772544860839844
drones_instance-12_network_6_deadline_10_corrsize_2,drones,12,2,1,6,10,2,55.03810364067802,0.6602828360192065,0.5444,29,0.8467,0.8498,0.8474,0.7873571916284429,0.8457521494199447,0.8503548058335945,0.2295067310333252,0.21203351020812988,0.23081088066101074
drones_instance-12_network_6_deadline_10_corrsize_3,drones,12,2,1,6,10,3,43.705020080314405,0.30618069617838084,0.5173,29,0.1375,0.109,0.1414,0.10133817153073921,0.1454028055031705,0.1431894903891411,0.17731380462646484,0.250077486038208,2.7805540561676025
drones_instance-12_network_6_deadline_10_corrsize_4,drones,12,2,1,6,10,3,10.939372007830046,0.22479694420171578,0.7019,29,0.5851,0.5852,0.5854,0.4231164851698701,0.48191705800786605,0.5896369288950197,0.11534547805786133,0.319549560546875,1.70395827293396
drones_instance-12_network_6_deadline_11_corrsize_2,drones,12,2,1,6,11,2,15.500304040287421,0.142697871992773,0.9247,29,0.3493,0.3571,0.3547,0.3146360681954885,0.37360134647943594,0.3600191802648758,0.11313700675964355,0.18358659744262695,0.4954073429107666
drones_instance-12_network_6_deadline_11_corrsize_3,drones,12,2,1,6,11,3,16.832085210258064,0.10416042767629652,0.9092,29,0.8353,0.8401,0.8409,0.8067426898874693,0.8423317684311522,0.8398396631695273,0.11531829833984375,0.2029263973236084,2.075869560241699
drones_instance-12_network_6_deadline_11_corrsize_4,drones,12,2,1,6,11,3,52.7792666056407,0.41186555097907035,0.7653,29,0.3968,0.4004,0.401,0.3456473868750073,0.4046780959314954,0.397669354706909,0.22542810440063477,0.21654772758483887,0.631453275680542
drones_instance-12_network_6_deadline_12_corrsize_2,drones,12,2,1,6,12,2,32.795875352950745,0.8883907337539584,0.3184,29,0.9844,0.9853,0.9856,0.9830722367512759,0.9866807807102254,0.9865636475583784,0.11544346809387207,0.17536592483520508,0.6107642650604248
drones_instance-12_network_6_deadline_12_corrsize_3,drones,12,2,1,6,12,3,39.211800703301954,0.8314173975943522,0.2568,29,0.9917,0.9923,0.9923,0.9895817471102324,0.9910306787177747,0.9911183206862662,0.11468744277954102,0.5557749271392822,0.4179213047027588
drones_instance-12_network_6_deadline_12_corrsize_4,drones,12,2,1,6,12,3,13.219314677124723,0.3059601495938753,0.7484,29,0.532,0.5459,0.5482,0.4709114426301657,0.5328630580752075,0.5455059903680369,0.11668610572814941,0.2231464385986328,1.4442336559295654
drones_instance-12_network_6_deadline_13_corrsize_2,drones,12,2,1,6,13,2,4.70218900020308,0.8420876245390224,0.3972,29,0.9983,0.9999,0.9999,1.0,0.9996833277018298,0.9996864938681302,0.1174306869506836,0.16192889213562012,0.7194504737854004
drones_instance-12_network_6_deadline_13_corrsize_3,drones,12,2,1,6,13,3,19.128213247679348,0.20360691332966654,0.8769,29,0.9947,0.9951,0.9951,0.994343344183147,0.994610796047453,0.9947007033538229,0.1768479347229004,0.12651419639587402,0.2779197692871094
drones_instance-12_network_6_deadline_13_corrsize_4,drones,12,2,1,6,13,3,26.678619963486604,0.1299501821326406,0.4715,29,0.2728,0.2732,0.2728,0.3188842604858681,0.37749758817828055,0.2702255880688117,0.11928248405456543,0.1995077133178711,6.011812448501587
drones_instance-12_network_6_deadline_14_corrsize_2,drones,12,2,1,6,14,2,45.010977721229224,0.881030589320912,0.3449,29,0.6355,0.6358,0.6358,0.5780728530785151,0.6319734213844503,0.6317239485840707,0.11308145523071289,0.16114139556884766,0.1965467929840088
